episode,timestep,reward
139,2000,17.1425
273,4000,17.3401
391,6000,18.6694
509,8000,18.9708
605,10000,21.1754
700,12000,21.9988
775,14000,25.6366
852,16000,25.7652
914,18000,29.029
971,20000,29.5136
1016,22000,37.0214
1066,24000,33.0483
1104,26000,45.7888
1144,28000,41.9488
1178,30000,47.6617
1212,32000,45.4661
1242,34000,47.2611
