episode,timestep,reward
76,2000,-53.6866
153,4000,-45.6178
230,6000,-42.275
307,8000,-40.5549
384,10000,-38.9535
461,12000,-30.9009
538,14000,-32.5406
615,16000,-35.7052
692,18000,-36.1656
769,20000,-34.2063
846,22000,-29.298
923,24000,-29.5425
999,26000,-26.8914
1076,28000,-26.4075
1153,30000,-24.9728
1230,32000,-21.7002
